label,statement
true,weve privat sector doubl invest made public sector quonset busi park
false,women paid 77 cent everi 1 men get work
false,governor mitt romney rai nur home fee eight time
false,texa abort measur pass someon live el paso would drive 550 mile way san antonio someth simpl cervic cancer screen
true,pari agreement far largest number countri ever sign intern agreement singl day
true,wall street hedg fund manag pay lower tax rate sheet metal worker parma school teacher cleveland
false,woonsocket need garbage-burn power plant resid pay nose electr fuel foreign oil price skyrocket
false,use little-known loophol ... obama minion allow nestl compani export preciou fresh water lake michigan
false,"everi 1 increa cost health insur today cau 30,000 georgian uninsur"
true,washington state consist rank top five forb list best state busi ahead texa
false,obama administr offer magic number peopl need sign health care marketplac
false,news broke veteran die inadequ health care harri reid senat democrat take action
false,rick perri want sece union
true,fact economi better democrat white hou
false,governor : romney keep public safeti fund line inflat
true,reduc fund educ least theyv suffer least cut
true,feder govern threaten impo no-fli zone texa state legisl bar airport secur offici perform pat-down
false,texa state board educ consid elimin refer christma constitut textbook
true,"gov rick perri broke promi would accept 40,000 pay increa"
true,u.s.-isra relat prime minist benjamin netanyahu set record straight said two countri exactli polici ( ) secur cooper unprec
true,malawi 300 doctor 16 million peopl
true,doubl size compani ( hewlett-packard )
false,medicaid provi ad senat health carereform bill `` special deal nebraska ``
true,warren buffett publicli said secretari pay higher tax rate
true,major american still oppo health care bill
false,husband n't wrap nomin june
true,went 5.6 trillion surplu georg bush inherit ... 11-plu trillion debt georg bush left offic
true,67 bill pass law 2013 least product year congress histori sinc weve keep record
true,obama tap porn lawyer # 2 justic
false,jeb bush said would take pant moon everybodi ... nobodi report
false,georgia lax gun law nation
true,donald trump even said first day offic would requir everi school america let peopl carri gun classroom
false,"chamber commerc new carbon regul kill 244,000 job year cost averag famili 1,200 year"
true,follow state law prece massachusett governor era electron commun left offic
false,mani state flounder crush deficit spend
false,florida 's legal challeng feder health care bill `` bipartisan ``
true,truth plan parenthood provid mammogram plan parenthood refer women mammographi provid serv middlewoman
false,ice relea illeg immigr lot peopl hondura mexico theyr iraq somalia russia
true,half birth texa paid medicaid
false,presid barack obama suggest nation tv democrat health care bill govern decid healthi 100-year-old woman need pacemak take pain pill instead
true,immigr presid said 22 time 22 time couldnt eventu
true,signif accomplish bipartisan basi
true,weve lift high school graduat rate new high
true,state agenc identifi one singl instanc groundwat damag due hydraul frack
false,sac came back dekalb counti school district give midterm review got straight
true,do-noth senat 352 hou bill sit harri reid desk await action includ 55 introduc democrat
false,one thing found clearli consist [ video game ] growth industri
true,perri chief staff lobbyist
false,know hillari occa said last year said ( nafta ) boon economi
true,"texa forest servic plant 6,000 tree dallas/fort worth area super bowl unknown reason unknown cost"
false,russ feingold senat vote homeland secur
false,sen.mark begich cast decid vote favor presid obama author issu execut amnesti illeg alien
false,isi didnt exist brother presid al-qaida iraq wipe brother presid
true,49 differ feder job train program report eight agenc
false,u.s. economi recov slower europ
true,texa lead countri drunk drive fatal
false,"romneycar kill 18,000 massachusett job"
true,iowa republican senat candid joni ernst would privat social secur
false,allen west violatedfed law scuba dive u.s. flag
true,oregon 41 adult ever test hiv
true,"presid obama took offic lose 700,000 job month weve job growth think 24 consecut month"
false,democrat parti input locat hear input process
false,scott walker said forc women face abort get inva ultrasound cool thing
true,charli crist rai tax middl class 2.2 billion
false,mosqu cultur center prayer area
false,"everi year unit state 3,000 4,500 sever vaccin reaction report center disea control mild reaction sever reaction land somebodi hospit inten care unit cau perman disabl death"
true,odd win monopoli millionair instant win game 1 3.27
false,"obama `` vote unit state senat increa tax peopl make low 42,000 year ``"
true,new jersey seven credit downgrad sinc chri christi becam governor
true,survey show mani citizen think devot full quarter even third feder budget foreign aid
false,feder govern lent 2 billion state-own oil compani brazil allow explor oil ga
true,ronald reagan ban ownership fulli automat rifl support assault weaspon ban
false,200 year ago unit state declar war islam thoma jefferson led charg !
true,first ( state ) budget came republican leadership slash fund plan parenthood ... result reduct hour elimin day elimin access women citi state
true,start pacur plastic manufactur compani
false,unit state seen net loss peopl health insur obamacar
false,never lobbi offshor oil drill
false,glenn hegar promi elimin properti tax
false,milwauk counti mental health facil full cop sit squad car mental ill patient sometim spend entir shift
true,"mitt romney propo tax cut give averag 250,000 everi millionair countri"
false,abort clinic oregon state state oversight held basic health safeti standard
true,budget consum financ protect bureau 1 amount bank gener late fee overdraft fee
true,rick santorum vote union fedex
false,"presid abrahamlincoln sign emancip proclam 300,000 slavehold fight union armi"
true,eighty-thr law enforc offic die line duti year twenty-four shot kill cold blood
true,repeat request addit secur benghazi routin deni hillari clinton state depart
true,2012-13 state budget leav 6 billion raini day fund
true,never alderman defeat incumb mayor histori great citi
false,run civil polit campaign
true,25 oregonian oppo death penalti
true,close plant 27 million-dollar plant oper full steam close
false,presid barack obama taken less vacat day presid gener congress taken vacat day congress histori
true,less two year ago made commit repay u.s. .taxpay full today made good promi
true,cori gardner sponsor bill ban abort right
true,sometim next decad latino state texa anglo happen sometim next five eight ten year
false,millenni 75 workforc next 10 year
true,60 provis ballot cast [ 2012 ] elect disqualifi folk duli regist voter
true,fourth amend fought revolut john adam said spark led war independ
true,vast major peopl countri keep ( health insur ) plan
true,democrat health care law ad 12 year solvenc medicar
true,segment beer market grow craft beer segment
true,15-an-hourpropo cleveland aggress minimum wage increa countri
true,see kid healthier
false,90 % rural women 55 % women illit morocco
false,kathleen peter refu take stand repeal obamacar
false,mccain price ga tax `` holiday `` would `` bridg nowher ( ) anoth pork barrel project ``
false,500 billion medicar cut come
true,fenc work great wall china berlin wall 's good among peopl especi friend like unit state mexico
true,requir state septic inspect would cost septic tank owner 100 150 everi five year
true,multnomah counti librari system second busiest nation
true,one 19 american today get ssdi ssi one 19 american ( ) disabl
true,55 peopl cast provis ballot ( florida ) last presidenti elect -- vote count
false,"centerpiec senat mccain 's educ polici increa voucher program d.c. 2,000 slot"
true,obama administr outsourc send money solar wind energi compani end make product outsid unit state
true,mandatori ultrasound abort
true,hillari clinton state depart sent three comedian india make chai war tour
true,current intellig commun collect busi record law-abid american connect terror
true,even though chicago stringent gun law book still highest murder rate countri
true,peopl sign recal petit wisconsin state sen. jim holperin receiv harass phone call out-of-st telemarket claim repr democrat parti insinu foul play petit circul
false,virginia respon fund 55 public educ payingjust 41
true,uncompen care gone 30 first month medicaid expan state adopt
false,everi time weve cut capit gain tax economi grown whenev rai capit gain tax damag
false,jason carter gotten david axelrod come campaign advisor
true,kilmartin help pass law creat wit protect program
true,rep. rene ellmer vote govern shutdown 21 time
true,havent switch posit trans-pacif partnership trade deal
false,barack obama first presid appoint 45 czar replac elect offici offic
true,john boehner want reopen tax loophol actual reward corpor ship job profit oversea
false,nobodi leav memphi myth
false,florida senior exempt lose medicar advantag feder health care bill
false,tremend tax pay ( american busi ) go china wherea china sell us tax
true,proud almost 30 year public servic scandal
true,pat toomey advoc elimin corpor tax
true,health care reform `` requir use feder dollar fund abort government-run health plan ``
true,lot ( cuba ) surviv depend venezuelan oil money dri
false,ri board elect heard offici testimoni provid resid claim wit known illeg alien vote local elect
true,obama call kagan moder call sotomayor moder
false,"today everi day estim 14,000 american lose health insur coverag"
true,darryl hick seven ethic violat didnt pay fine
false,sinc presid obama came offic anoth 2 million hispan join rank poverti number hispan children live poverti increa 15 short period time
true,top 1 recent year earn 85 new incom
true,forti fortun 500 start either immigr children immigr
true,group organ texa muslim capitol day austin recent list one 82 organ design terrorist group unit arab emir
false,go look trump product theyr made china
true,nearli 6 10 believ money wealth evenli distribut among larger percentag peopl u
true,public educ perman cutbi 1.6 billion chang standard qualiti fund formula
false,presid went unit nation castig israel build settlement said noth thousand rocket rain israel gaza strip
true,current state bill restrict voter id legisl nation
true,presid obama border patrol border secur deploy border previou presid
false,gop pick convent citi recommend ohio
true,washington incentiv militar local polic precinct
false,never member georgia log cabin republican
true,"spring 2014 parent 60,000 student new york state refu let take common core test"
true,congressman perriello vote lock step nanci pelosi 90 time
true,( sen. marco ) rubio state florida alon social secur lift -- count -- million peopl poverti
false,donald trump would engag riski scheme privat social secur
true,massachusett school rank 1 50 state
false,immigr would contract popul ...
false,major peopl come arizona trespass becom drug mule
false,rhode island give undocu pregnant women health insur plu cash card 400 month 250 month 275 month spend food
false,mark pryor continu insist obamacar amaz success
false,inch away longer free economi
true,unit state lead nation world highest amount doubt convent wisdom climat chang
true,u.s. justic depart taken 100 vote right case sinc 2009
true,averag take 300 american work solid year make much money one top ceo
true,barack obama play 90 round golf presid
true,team trump accu ted cruz fraud iowa texa colorado oklahoma louisiana kansa main utah wisconsin
false,year redistrict open interact transpar redistrict process tenness histori
true,econom sanction iran suffer 30 inflat 20 unemploy
true,wisconsin governor end welfar
true,18th congress district 100 % electr gener come coal
false,folk washington alreadi forc buy govern health care
false,presid barack obama first presid weve ever think choo law enforc law ignor
true,45 illeg immigr peopl physic cross southern border northern border visa overstay
false,charli crist `` work acorn `` give felon vote right
false,support gay marriag
true,"year ad averag 200,000 job per month major privat sector stark contrast bush administr record lose averag nearli 750,000 job per month last three month"
true,republican congress refu list singl tax loophol close
false,hillari clinton iran nuclear deal line pocket world number one state sponsor terror money
false,obama think nation anthem `` 'd like teach world sing ``
true,right america 1.1 trillion student debt credit card debt
true,twenty-six men name william elect statewid offic seven women honor
false,obama took offic economi unit state actual shrink first time 70 year
false,marco rubio said felon vote right restor convict felon allow gun done time
true,twice much ( feder ) money go back hawaii virginia alaska come home oregon
true,didnt inherit money parent
true,"tri pay 1 trillion hand 1 per second would take 31,000 year"
false,cant put gun rack [ chevrolet ] volt
true,tax penalti govern impo dont buy health insur lower would cost buy insur
true,israel seen 90 reduct terrorist attack attribut build 500-mile fenc
false,newt gingrich electr co-op credit union government-sponsor enterpri like freddi mac
false,attempt find thing like crime crimin activ indict filter googl favor hillari clinton
false,nation scienc foundat spent 1.2 million pay senior play world warcraft studi impact brain
true,govern right ( ) spend 40 take
false,biggest contribut behind decrea u.s. unemploy 1.2 million peopl leav workforc
true,"choo obamacar expan 600,000 lose elig subsidi 257,000 would forc medicaid"
false,u. postal servic taken taxpay aid sinc 1971 fund oper entir sale stamp relat product make oper profit year year
true,california seen 56 declin gun murder rate sinc 1990
false,drug overdo second-most common cau death new hampshir
false,congressman cicillin mayor provid espou sanctuari citi
true,oppon dorman grace brag facebook page receiv illeg campaign contribut
false,70 virginia medicaid cost senior nur home
true,[ l ] ess one-tenth atlanta transport need cover referendum levi 1-cent sale tax
true,two-third alien obama administr brought unit state presid central american minor program werent actual minor
true,chri abel oppon milwauk counti execut race fail finish 3 separ colleg drop 3 time
false,obama sign bill forgiv student loan debt
true,agallup report recent said nearli 50 small busi owner arent hire call regulatori uncertainti
false,obama iran 'tini ' countri 'doe n't pose seriou threat '
false,mitt romney arizona said believ state sb 1070 immigr law model nation immigr law
false,toomey cross parti line stop gun sale suspect terror watch list
true,two-third peopl start minimum wage minimum wage within year
true,state georgia lost 16 employ last year percentag risen past three year
true,licen firearm dealer america run congress
false,relea photograph depict abu prison
false,attorney gener candid jon richard went far say would enforc law person agr
false,pass rate high school level test join militari 35 40
true,'ve got 37-million fellow citizen live poverti ; 12-million 13-million children
false,cicillin continu accept hundr thousand dollar lobbyist corpor pac insid money fund campaign
true,borrow 2015-17 state budget less half predecessor last budget lowest decad
false,feder govern mandat transexu ( sic ) homosexu grab children stranger-dang zone name airport secur
false,everi year sinc gov walker republican control legislatur weve creat fewer job accord bureau labor statist
false,claim joe biden said coal danger terrorist
false,obama campaign tactic ralli voter offer cell phone
true,isnt schedul narcot job congress
false,higher beer product higher consumpt go hand-in-hand
true,see decrea violent crime
false,4 billion privat invest along streetcar
false,arkansa republican rep. tom cotton vote provid congress taxpayer-fund health care life
true,israel per capita incom greater probabl three-fourth rest world
false,well 90 feloni case nation commit defend grew father-ab household
false,first interview presid barack obama chose arab tv apolog
true,"georgia track 1,200 traffic fatal year rever nine year declin"
false,busi close open virginia today
true,record number peopl live poverti
true,obama serv board former weather underground member william ayer `` relationship mr. ayer board continu 9/11 ``
true,obama broke promi offer comprehen immigr bill first year
false,media wont publish real photo trayvon martin tattoo face
false,rand paul support obama negoti iran
true,social secur project remain solvent 2033 whiteh cosponsor [ bill ] would extend life program addit 75 year
false,"singl parent coupl kid easili get 35,000 year public assist wisconsin"
true,polic unit state allow use tear ga even though classifi chemic weapon ban intern conflict sinc 1993
false,hillari clinton viciou attack women abu bill clinton
false,letter bp miner manag servic `` actual recommend improv specif recommend around safeti regul choo chang ``
true,pass without frankli help republican caucu pass 25 tax cut last year mostli aim middl class small busi
false,iran deal : israel attack iran suppo iran side
false,nobodi suffer last injuri cia interrog program
false,im one name call
false,sen. pat toomey even tri shut feder govern order elimin fund plan parenthood
true,wisconsin one progress tax code countri
true,year kagan bar militari recruit harvard law school 's offic career servic `` militari recruit actual went ``
true,isi reach 100 million peopl day social media
true,texa ad job 2010 state
false,"primari elect right-w group spent 100,000,000 support suprem court justic rebecca bradley"
false,( brendan ) doherti want rai elig age social secur benefit anyon born 1960 regard challeng would cau peopl work physic demand occup
true,sam houston oppo slaveri governor said texa leav union slaveri
false,nation debt low sinc world war ii
true,everi time [ peopl newport tent ] work citi town whole differ set permit get order pitch tent
false,debbi jackow unlik oppon ... de-fund 20/20 land program
true,averag age child traffick commerci sex trade industri 11 14 year old
true,99 time polic offic arent charg kill young peopl color
true,six justic u.s. suprem court confirm presidenti elect year sinc 1912
false,properti tax 18 % higher ( mark sharp ) first took offic
true,minimum number infrastructur ( need ) atlanta 900 million
true,firefight polic offic pension system head bankruptci far new jersey first respond -- fire fighter polic offic -- never miss make payment retir system
false,truth reveal report show unlaw uneth activ part
true,donald trump said intend open addit area coast oil drill campaign
true,stat : per popul kill gun rate 297x japan 49x franc 33x israel
false,student today take year get colleg
false,rick perri flip-flop gay marriag first say state right issu say favor feder constitut amend ban gay marriag
false,congress deci spend less around world embassi secur contribut tragedi like benghazi
true,unit state 100th voter turnout among industri nation texa near bottom term voter registr voter turnout
true,barack obama 's plan govern would spend 1-trillion
true,2011 nj economi rank 47th -- bottom alabama mississippi wyom christi nj fall behind
true,never ( u.s. suprem court ) vacanc last think 30 year last longer 237 day
false,nearli 60 % occup hud properti u.s. illeg
true,"oregon famili pay extra 1,400 year higher insur premium cover insur"
true,soon chri christi governor gave tax cut millionair
true,nineti american want background check system strengthen expand cover gun sale
true,80 trade deficit today countri trade agreement partner level play field unit state
false,ken cuccinelli want elimin form birth control
false,bill would halt epa regul greenhou gase would help stop rise ga price
false,measl vaccin kill 108 peopl last decad one die measl
true,next two year state end structur surplu 499 million
false,virginia billion dollar surplu last three year legislatur spent less 1 road
true,virginia women earnonli 79 cent dollar earn men ...
true,oil product obama charg
true,everi major countri famili paid leav
false,pictur post facebook man pose front five decapit human head one subhuman mongrel presid set free
true,presid barack obama tenur unit state creat 15 million new job
false,( nation ) debt realli ad 75 trillion 2010 track hit 99 trillion year
false,presid barack obama order militari enlist illeg alien
false,govern panel n't includ cancer specialist women n't receiv mammogram age 50 ... govern take health care recommend like could becom law kind disea
true,governor cut fund repeatedli peopl aid need drug save life
true,dozen district go 150 200 mile split counti splinter citi connect area littl common
true,congress gave unelect board power deni care senior
true,never said falkland island
false,state florida third-largest state surpass new york popul
true,latest quinnipiac poll found nearli six-in-ten american oppo obamacar -- 30 % support law 57 % oppo
false,wisconsin senat recal candid jessica king vote increa pay taxpay dollar 63
false,barack obama began presid apolog tour
false,texa law repatri 1 billion gold bullion feder reserv new york texa
true,major hispan popul growth ( popul ) u.s.-born
true,barack obama administr admit money iran nuclear deal would go directli terror
false,bridg nowher could occur
true,( joe kyrillo ) opportun vote women term health care twice six time vote women health care state
true,come classifi inform state depart hillari clinton decid
false,right im poll 8 barack obama mitt romney
false,food stamp gone two-and-a-half time barack obama
false,38 studio deal wall street investor took risk went bust
false,presid barack obama broke promi keep wisconsin gm plant close
false,weight evid ( global warm ) mayb natur cau ... fair say scienc disput
true,merc said high tax cost busi new jersey work georgia advantag land compani usa corpor headquart
false,state depart offici actual direct contract haitian recoveri earthquak friend clinton
true,feder govern make deci whether like send 425 refug state syria
false,beer drink allow illinoi state park
false,u.s. senat rival tommi thompson ran medicar ground nine year closer bankruptci
false,new dollar coin god trust gone !
false,freshman rep. bob gibb spend one year anniversari vacat work 6 day januari
false,earli vote remain 96 hour
true,obama flip-flop ban handgun
true,remain one poorer member unit state senat
false,[ ] georgia dome return 10 billion econom impact state georgia
true,happen peopl like warren buffett ... pay 15 million dollar earn wealth incom ... secretari pay higher rate work incom 's right
true,western countri end `` n't ask n't tell `` polici
true,u.s. borrow approxim 2.52 everi 1 econom growth far 2012
false,"northwest corridor highway project cobb cherok counti expect creat 9,700 job statewid"
false,presid advi said war coal
false,new health care law 17 million kid longer deni pre-exist condit
false,hillari clinton propo destroy medicar senior
false,support winner democrat primari superdeleg vote
true,ir specif forbidden ... ever actual pursu either civil crimin remedi peopl dont purcha health insur
false,bill advanc keyston xl pipelin earmark hou rule
true,rick scott think employ abl deni women coverag birth control
false,florida first state requir drug test receiv welfar !
false,hillari clinton want rai tax african-american busi much nearli 50 theyr pay
false,lot peopl go prison straight come theyr gay
true,"saysgop u.s. senat candid darryl glenn want elimin depart educ jeopard colleg fundingfor 320,000 coloradan"
false,presid unit state take trip india expect cost taxpay 200 million day
false,michael bennet cast decid vote stimulu health care bill
true,white peopl control almost 90 nation wealth
false,200 consum law destroy 2011 gov scott walker sign act 92
false,congress approv bill offer free car welfar recipi
false,wisconsin walk away dime feder fund reject obamacar medicaid expan
false,2007 oregon rank 25th -- 7th bottom -- percentag children untreat decay compar 32 state similar data
true,suprem court justic greg abbott found compani whose vacuum cleaner sold door door respon hire salesman rape custom
true,origin compromi confed battl flag south carolina put back side stateh public view would appear sovereignti
true,nine-day deer hunt contribut 1.3 billion revenu state wisconsin
true,weve gain privat sector job 12 month row
true,georg bush sent peopl war without bodi armor
true,jeff brand vote allow state-run citizen properti insur dump polici onto out-of-st unregul privat compani
false,ch guevara wrote exten superior white european peopl african descent
true,1947 1979 famili incom rich middle-incom poor american grew rate sinc 1979 incom rich famili grown much faster
false,hitler abolish union wisconsin gov scott walker today
false,ted kennedi sent letter soviet leader yuri andropov apolog ronald reagan beg soviet overreact
false,page 92 hou health care bill `` specif peopl ca n't purcha privat health insur date certain ``
true,republican went way prai ( eric ) holder nomin ... singl republican senat oppo eric holder nomin
false,actual requir law carri health insur
false,state still face mandat expand medicaid coverag presid obama health care reform law
false,saystom cotton vote prepar america pandem like ebola
false,"sinc presid obama took full control washington everi singl day 1,500 job lost"
false,nanci pelosi said wait long hour emerg room allow make new friend !
true,dream act written member parti came vote year half ago republican congress block bill hadnt chang ... thing chang polit
false,former state sen. kelli ward want ban intellig agenc oper arizona
true,"70,000 three-year-old four-year-old across america lose access preschool head start program ... 2,000 state florida alon"
false,betti sutton fellow democrat went spend spree credit card max
false,muslim attempt establish first islam sharia court insid unit state town irv texa
false,"sinc januari 2008 privat sector lost nearli 8 million job local state feder govern ad 590,000"
true,"10,000 rhode island children charter school lotteri fall 70 poor .... addit major student color"
false,ye would congressman ( rep. pete hoekstra ) last year tweet whereabout top-secret mission iraq
true,"feder govern could save 175,587 elimin studi connect cocain riski sex habit japan quail"
false,cuba embargo
false,scott walker reject legisl make colleg loan payment tax deduct result rai tax student
true,obama posit nuclear arm march toward global zero
true,peopl becom citizen dream act turn 21 sponsor illeg immigr parent legal
false,wisconsin manufactur commerc 2014 survey reveal 15 busi execut respond favor right-to-work legisl
false,capitol polic forc go far use paramilitari equip deal sing protest madison
false,ten thousand fraudul clinton vote found ohio wareh
false,come protest madison almost outsid wisconsin
true,democrat runoff oppon gradi yarbrough twice previou ran statewid republican
true,u.s. rep. john barrow left taxpay hook 950k studi genet makeup ant
true,presid obama recent plan cut 100 million wast within administr wont actual save money go spend elsewh
true,estim save ( debt ceil ) deal pay half cost extend bush-era tax cut anoth decad
false,"florida secretari state kurt brown allow 1,800 illeg voter regist florida"
false,budget ted cruz ever vote time senat budget cut defen spend barack obama propo cut
false,rural school enrol 40 american children receiv 22 feder educ fund
true,base august 2012 nation job number everi person got job nearli four peopl stop look job
false,repeal 17th amend
true,90 gain gone top 1
false,aid act repr thompson campaign sent email critic sexual orient u.s. senat candid tammi baldwin
true,immigr report say presid barack obama plan roughli scale presid georg h.w bush
true,"sinc 2013 alon obama administr allow 300,000 crimin alien return back unit state commun individu encount identifi ( immigr custom enforc ) detain process deport wouldnt polit correct"
true,shirley sherrod forc resign anybodi fox said word
true,3.5 ( increa third quarter gdp ) came two thing govern spend cash clunker move fourth-quart auto sale third quarter first-tim home buyer thing
false,15 trillion debt presid rack much debt almost presid combin
true,twenty-two million job creat clinton two term 3 million bush
false,new york 9th district larg number peopl went poll tonight didnt support presid begin dont support democrat -- noth
true,govern shutdown could disrupt ... veteran benefit
true,"famili four make 88,000 year still get subsidi health insur new feder health care law"
true,econom impact studi found everi 1 invest pre-k pennsylvania total 1.79 gener total spend within state
true,last year discov rhode island public employ rank 4th averag pay privat sector rank 23rd
false,hurd said border-long u.s.-mexico wall absolut make sen
true,state worker across-the-board rai six year
true,colleg use take popcorn popper would fri squirrel
true,ronald reagan rai tax 1982 1984 1985 1986 1987
true,sen. rand paul r-ky. state support right health care ... mean believ slaveri
false,berni sander health care plan would empow republicangovernor take away medicaid take away health insur low-incom middle-incom work american
false,2006 plan parenthood perform prevent servic cancer screen abort 2013 abort
true,propo amend allow teenag get recommend medic marijuana without consent parent
false,noth obama 3.7 billion request address child immigr situat actual secur border
true,pregnant women tri buy health insur bar matern coverag pre-exist condit
true,"earn 100,000 year commut new york everi day pay port author toll pay state new jersey incom tax"
true,chile 72 gdp save
true,"850,000 ohio job tie auto industri"
false,mexican govern forc mani bad peopl countri
true,sit sheriff charg except warrant issu superior court judg
true,sinc 1999 virginia lotteri profit use public educ commonwealth kindergarten 12th grade
true,hou republican reject straightforward measur would prevent member congress presid paid govern shutdown
false,governor christi also remain governor sinc world war ii among democrat republican fail parti win control least one legisl bodi cour term
false,sixty-perc state retir ... dont get social secur
false,73 % donat rai ( al ice bucket challeng ) go fundrai overhead execut salari extern donat
true,go strictli number crime across board last year 10 decrea seriou crime
true,sunday liquor sale could gener 3.4 million 4.8 million year addit sale tax revenu georgia
true,2010-11 new hampshir budget end 18 million surplu republican-l 2012-13 budget 40 million deficit
false,barack obama silent iran student took street tehran peopl protest ( ) green revolut occur
true,candid run neg ad american histori barack obama 2008 especi gener
false,inner-c crime reach record level
true,right-to-work state much lower level unemploy union state
false,oklahoma republican gov mari fallin sign new law make pay special fee essenti fine peopl crime use solar power
false,tampa mayor oppon bob buckhorn support forc polic offic keep gun lock trunk cruiser
false,million could lose health care coverag forc govern pool new health care law
true,texa polic depart bought ad tell drug dealer take competit street free
false,month ago fbi arrest three broward counti commiss accept million dollar trade illeg favor
false,unemploy rate higher 8 two-and-a-half year far obama administr promi stimulu
true,thank part all-of-the-abov strategi american energi unit state gener natur ga anybodi
true,state law state apprai piec properti pay certain amount apprai
false,ted cruz help run two nation organ lead push give amnesti illeg immigr
true,chri christi creat new categori could get laid total deni unemploy benefit forev
true,thank reform averag famili extra 322 spend
true,measl one common cau child blind worldwid
true,oil ga price sent state revenu palin sent `` larg share revenu directli back peopl alaska ``
false,republican candid prior debat said lower-incom worker hurt economi
true,hillari clinton top 10 donor mainli bank corpor media berni sander top 10 donor labor union
false,portland commun colleg serv student state univ combin
true,dont spend money pier money wipe gener fund citi counti send counti never see
false,obamacar largest tax increa histori world
true,republican candid governor allan fung donat democrat like congressman david cicillin disgrac ( hou ) speaker gordon fox even mr. obamacar harri reid
false,barack obama found isi would say co-found would crook hillari clinton
true,"70,000 job open list state job websit"
true,unit state invad iraq saddam hussein want acquir weapon mass destruct `` said captur ``
false,ask bill congress import north countri derrick respond dont know enough
false,except virginia 49 state keep rai ga tax
false,"70,000 children lost head start slot sequest"
false,disast aid offset
true,( strickland ) rai tax last year tune 840 million
false,sarah palin `` experi barack obama ``
true,golf cour close somewh america everi 48 hour
true,rent u-haul move compani cost twice much go san francisco austin way around cant find enough truck flee golden state
false,congress budget offic alreadi doubl estim cost ( obamacar ) far roughli 800 billion 1.7 trillion
false,oregon three largest employ 13 top 25 health care provid
false,get 30 oil gulf ( mexico )
false,depart energi billion ton studi shown wind solar energi combin could best provid 5 total energi need
true,u.s. constitut provid compen land taken emin domain
false,mitt romney campaign alreadi spent neg ad john mccain entir presidenti run
false,near 10th anniversari 9/11 terrorist attack forget hijack use new jersey driver licen board aircraft
true,"everi 10,000 invest busi incub nearli 70 local job gener"
false,although governor doubl beach fee money found go out-of-st compani state isnt even get money
false,three presid last centuri hard kennedi reagan cut tax recess produc `` rapid dramat econom recoveri `` two herbert hoover barack obama `` opposit ``
true,congress budget offic analysi health insur reform legisl bill `` cut deficit 1.2 trillion second 10 year ``
false,john barrow vote obama 85 time
true,studi show peopl welfar higher user drug peopl welfar
true,incom top 1 nearli quadrupl 1979 2007 typic famili incom bare budg
true,john mccain vote georg bush 90 time
true,berni sander similar view trade
true,( rob portman ) watch bush trade czar deficit china explod bush budget chief portman oversaw spend spree doubl deficit
false,sen mark warner tim kain vote let u.n. take gun
false,six year georgia drop first nation business-friendli legal climat 24th
true,6.4 million american live poverti presid obama
true,hillari clinton `` worker ' wage garnish refu buy health insur ``
true,less crime ( rio grand ) valley major texa citi
false,last four year weve cut 36 million ongo revenu
true,financ conflict-of-interest law dont appli presid right ? presid doesnt blind trust
false,nearli 1 million peopl come town next 20 year
true,hou health care bill pay `` six year program decad revenu heaviest cost concentr second five year ``
false,'s outrag presid bush nation institut health basic decrea fund
false,kathryn starkey join forc liber democrat histor sale tax hike
true,price go unemploy continu go
false,texa nation uninsur resid
true,49th nation graduat rate
true,welcom # houston # diver citi # america
false,"white hou three staff calligraph make 86,000 97,000 one nation secur director make 55,000"
false,maggi hassan femal governor countri
false,thoma pain wrote duti patriot protect countri govern
true,weve dedic money ( washington counti ) transport budget bike ped project watch time histori washington counti
true,"radiat come new tsa bodi scanner equiv three minut worth air travel anybodi say 30,000 feet"
false,fox news presidenti debat rule place the1992 elect bill clinton wouldnt beenon stage
false,u.s. senat candid todd akin partli right woman bodi way shut pregnanc doesnt occur rape
true,american academi pediatr support ban gun
false,barbara boxer vote cut spend medicar benefit 500 billion cut costli hospit nur home could stop take medicar altogeth
false,global warm hoax
false,brought chi manufactur busi china back texa
true,year blackston valley mayor academi becam first public school rhode island histori 100 elementary-ag student profici read state assess
false,cap-and-trad bill mean 2 million job lost
false,new health care law crush small busi billion penalti
false,fact although presid oppo abort last eight year abort gone `` abort barack-obama presid illinoi democrat 70 71 160 163 9 tv interview megachurch pastor rick warren lake forest calif. 2724.json true job lost lost econom polici put place effect economi job-accomplish job stimulu barack-obama presid illinoi democrat 70 71 160 163 9 interview daili show jon stewart ``
true,europ u.s. household wast 15 time food person africa
false,fail clotur vote nomin chuck hagel defen secretari : filibust
true,everi school neg impact educ stabil fund tap
true,virginia rank 35th job creation 2009 gov tim kain move third 2010 mcdonnel offic
false,first member congress call ( barack obama ) socialist ...
true,part increa cost ( higher educ ) state support drop spend governor walker correct higher educ
true,send billion dollar foreign countri everi day addict foreign oil
true,sinc came offic increa va budget 85
true,sotomayor think `` one sex race ethnic ought affect deci one render bench ``
false,south korea doesnt pay unit state u.s. troop protect countri
true,illinoi senat barack obama pass `` tax cut hard-work famili ``
true,everi one mass shoot except two america sinc 1950 gun-fr zone
false,u.s. give seven alaskan island russia
false,rick scott rai properti tax
true,mitt romney said let foreclosur hit bottom
true,militari account 10 florida economi
false,section constitut call emolu clau one spou take money foreign ( hillari clinton ) guilti 70 100 count one charg
true,woman name wisconsin 2010 outstand teacher year laid milwauk public school year senior tenur rule elimin act 10 chang
false,medicaid expan could cost commonwealth virginia 1 billion year ...
